Spawning.Year,Sex,Poh.Length.Mm,Scale.Total.Age.Yrs,Scale.Gilbert.Age,(R) RESOLVED STOCK ID,(R) RESOLVED STOCK-ORIGIN
2000,,256,2,22,,
2000,,336,2,21,,
2000,,349,2,21,,
2000,,350,2,21,,
2000,,353,2,21,,
2000,,355,2,21,,
2000,,359,2,21,,
2000,,361,2,21,,
2000,,364,2,21,,
2000,,365,2,21,,
2000,,367,2,21,,
2000,,368,2,21,,
2000,,368,2,21,,
2000,,371,2,21,,
2000,,375,2,21,,
2000,,376,2,21,,
2000,,377,2,21,,
2000,,378,2,21,,
2000,,379,2,21,,
2000,,381,2,21,,
2000,,381,2,21,,
2000,,382,2,21,,
2000,,382,2,21,,
2000,,382,2,21,,
2000,,382,2,21,,
2000,,383,2,21,,
2000,,384,2,21,,
2000,,384,2,21,,
2000,,385,2,21,,
2000,,386,2,21,,
2000,,386,2,21,,
2000,,387,2,21,,
2000,,387,2,21,,
2000,,387,2,21,,
2000,,389,2,21,,
2000,,389,2,21,,
2000,,390,2,21,,
2000,,390,2,21,,
2000,,391,2,21,,
2000,,392,2,21,,
2000,,392,2,21,,
2000,,392,2,21,,
2000,,394,2,21,,
2000,,394,2,21,,
2000,,394,2,21,,
2000,,394,2,21,,
2000,,395,2,21,,
2000,,396,2,21,,
2000,,396,2,21,,
2000,,397,2,21,,
2000,,397,2,21,,
2000,,398,2,21,,
2000,,398,2,21,,
2000,,399,2,21,,
2000,,400,2,21,,
2000,,400,2,21,,
2000,,401,2,21,,
2000,,401,2,21,,
2000,,402,2,21,,
2000,,402,2,21,,
2000,,402,2,21,,
2000,,402,2,21,,
2000,,403,2,21,,
2000,,403,2,21,,
2000,,404,2,21,,
2000,,404,2,21,,
2000,,404,2,21,,
2000,,404,2,21,,
2000,,405,2,21,,
2000,,406,2,21,,
2000,,407,2,21,,
2000,,407,2,21,,
2000,,407,2,21,,
2000,,408,2,21,,
2000,,408,2,21,,
2000,,408,2,21,,
2000,,408,2,21,,
2000,,408,2,21,,
2000,,408,2,21,,
2000,,408,2,21,,
2000,,409,2,21,,
2000,,409,2,21,,
2000,,409,2,21,,
2000,,409,2,21,,
2000,,410,2,21,,
2000,,410,2,21,,
2000,,410,2,21,,
2000,,410,2,21,,
2000,,411,2,21,,
2000,,411,2,21,,
2000,,412,2,21,,
2000,,412,2,21,,
2000,,413,2,21,,
2000,,413,2,21,,
2000,,413,2,21,,
2000,,413,2,21,,
2000,,413,2,21,,
2000,,414,2,21,,
2000,,414,2,21,,
2000,,414,2,21,,
2000,,414,2,21,,
2000,,414,2,21,,
2000,,414,2,21,,
2000,,415,2,21,,
2000,,415,2,21,,
2000,,417,2,21,,
2000,,417,2,21,,
2000,,417,2,21,,
2000,,417,2,21,,
2000,,418,2,21,,
2000,,418,2,21,,
2000,,418,2,21,,
2000,,418,2,21,,
2000,,419,2,21,,
2000,,419,2,21,,
2000,,421,2,21,,
2000,,422,2,21,,
2000,,422,2,21,,
2000,,422,2,21,,
2000,,423,2,21,,
2000,,424,2,21,,
2000,,424,2,21,,
2000,,424,2,21,,
2000,,425,2,21,,
2000,,425,2,21,,
2000,,425,2,21,,
2000,,426,2,21,,
2000,,426,2,21,,
2000,,426,2,21,,
2000,,426,2,21,,
2000,,427,2,21,,
2000,,427,2,21,,
2000,,427,2,21,,
2000,,427,2,21,,
2000,,428,2,21,,
2000,,429,2,21,,
2000,,429,2,21,,
2000,,430,2,21,,
2000,,430,2,21,,
2000,,430,2,21,,
2000,,431,2,21,,
2000,,432,2,21,,
2000,,432,2,21,,
2000,,432,2,21,,
2000,,433,2,21,,
2000,,433,2,21,,
2000,,433,2,21,,
2000,,434,2,21,,
2000,,434,2,21,,
2000,,434,2,21,,
2000,,435,2,21,,
2000,,436,2,21,,
2000,,437,2,21,,
2000,,437,2,21,,
2000,,438,2,21,,
2000,,440,2,21,,
2000,,440,2,21,,
2000,,441,2,21,,
2000,,441,2,21,,
2000,,441,2,21,,
2000,,441,2,21,,
2000,,441,2,21,,
2000,,442,2,21,,
2000,,442,2,21,,
2000,,442,2,21,,
2000,,444,2,21,,
2000,,444,2,21,,
2000,,446,2,21,,
2000,,446,2,21,,
2000,,447,2,21,,
2000,,447,2,21,,
2000,,447,2,21,,
2000,,449,2,21,,
2000,,449,2,21,,
2000,Male,450,3,31,,
2000,,450,2,21,,
2000,,452,2,21,,
2000,,452,2,21,,
2000,,453,2,21,,
2000,,453,2,21,,
2000,,453,2,21,,
2000,,454,2,21,,
2000,,455,2,21,,
2000,,455,2,21,,
2000,,455,2,21,,
2000,,456,2,21,,
2000,,457,2,21,,
2000,,459,2,21,,
2000,,459,2,21,,
2000,,460,2,21,,
2000,,460,4,41,,
2000,,461,2,21,,
2000,,462,2,21,,
2000,,463,2,21,,
2000,,465,2,21,,
2000,,465,2,21,,
2000,,465,2,21,,
2000,,466,2,21,,
2000,,466,2,21,,
2000,,467,2,21,,
2000,,467,2,21,,
2000,,470,2,21,,
2000,,470,2,21,,
2000,,480,2,21,,
2000,,480,2,21,,
2000,,480,2,21,,
2000,,482,2,21,,
2000,,482,2,21,,
2000,,482,2,21,,
2000,,483,2,21,,
2000,Male,483,2,21,,
2000,,483,2,21,,
2000,,485,2,21,,
2000,,485,2,21,,
2000,,485,2,21,,
2000,,485,2,21,,
2000,,486,2,21,,
2000,,486,2,21,,
2000,,488,2,21,,
2000,,490,2,21,,
2000,,495,2,21,,
2000,,496,2,21,,
2000,Male,499,3,32,,
2000,,500,2,21,,
2000,,500,2,21,,
2000,,503,2,21,,
2000,Male,505,4,41,,
2000,,507,2,21,,
2000,Male,510,4,41,,
2000,Male,510,2,21,,
2000,Male,513,3,31,,
2000,,514,2,21,,
2000,Male,517,3,31,,
2000,Male,517,3,31,,
2000,Male,518,3,31,,
2000,Male,519,3,31,,
2000,Male,520,3,31,,
2000,,521,2,21,,
2000,,523,2,21,,
2000,Male,524,4,41,,
2000,,524,2,21,,
2000,Male,525,3,31,,
2000,,525,2,21,,
2000,,525,2,21,,
2000,,525,2,21,,
2000,,525,2,21,,
2000,Male,526,3,31,,
2000,Male,526,3,31,,
2000,Male,527,3,31,,
2000,Male,528,3,31,,
2000,Male,529,3,31,,
2000,,530,2,21,,
2000,,532,2,21,,
2000,Male,532,3,31,,
2000,,532,2,21,,
2000,,534,2,21,,
2000,Male,534,3,31,,
2000,Male,534,3,31,,
2000,Male,535,3,31,,
2000,Male,535,3,31,,
2000,Male,535,3,32,,
2000,,535,2,21,,
2000,,535,2,21,,
2000,Male,535,2,21,,
2000,,537,2,21,,
2000,Male,537,3,31,,
2000,,538,2,21,,
2000,Male,538,3,31,,
2000,Male,538,3,31,,
2000,Male,539,3,31,,
2000,Male,540,3,31,,
2000,Male,540,3,31,,
2000,Male,542,4,41,,
2000,Male,543,3,31,,
2000,Male,543,3,31,,
2000,Male,544,3,31,,
2000,Male,544,4,41,,
2000,Male,544,4,41,,
2000,Male,545,3,31,,
2000,Male,545,3,31,,
2000,Male,545,3,31,,
2000,Male,545,3,31,,
2000,Male,545,3,31,,
2000,Male,546,3,31,,
2000,Male,546,3,31,,
2000,,546,2,21,,
2000,Male,547,3,31,,
2000,Male,547,3,31,,
2000,,548,2,21,,
2000,Male,549,3,31,,
2000,Male,549,3,31,,
2000,Male,550,3,31,,
2000,Male,550,3,31,,
2000,,550,2,21,,
2000,Male,550,3,31,,
2000,,550,2,21,,
2000,Male,550,3,31,,
2000,Male,551,3,31,,
2000,Male,552,3,31,,
2000,Male,552,3,31,,
2000,Male,553,3,31,,
2000,Male,553,3,31,,
2000,Male,553,3,32,,
2000,,554,2,21,,
2000,Male,555,4,41,,
2000,Male,555,3,31,,
2000,Male,555,3,31,,
2000,Male,555,3,31,,
2000,Male,555,3,31,,
2000,Male,556,3,31,,
2000,Male,556,4,41,,
2000,Male,556,4,41,,
2000,Male,556,3,31,,
2000,Male,557,3,31,,
2000,Male,558,3,31,,
2000,Male,558,3,31,,
2000,Male,559,3,31,,
2000,Male,560,3,31,,
2000,Male,561,3,32,,
2000,Male,561,3,31,,
2000,,562,2,21,,
2000,Male,563,3,31,,
2000,Male,563,3,31,,
2000,Male,563,3,31,,
2000,Male,564,3,31,,
2000,Male,564,3,31,,
2000,Male,566,3,31,,
2000,Male,567,3,31,,
2000,Male,567,3,31,,
2000,Male,567,3,31,,
2000,Male,568,3,31,,
2000,Male,569,3,31,,
2000,Male,571,3,31,,
2000,Male,571,3,31,,
2000,Male,571,3,31,,
2000,Male,572,3,31,,
2000,Male,572,3,31,,
2000,Male,572,3,31,,
2000,Male,572,3,31,,
2000,Male,573,3,31,,
2000,,573,2,21,,
2000,Female,573,4,41,,
2000,Male,574,3,31,,
2000,Male,574,4,41,,
2000,Male,574,2,21,,
2000,Male,575,3,31,,
2000,Male,575,3,31,,
2000,Male,575,3,31,,
2000,Male,575,3,31,,
2000,Male,575,3,31,,
2000,Male,576,3,31,,
2000,Male,576,3,31,,
2000,Male,576,3,31,,
2000,Male,576,3,31,,
2000,Male,576,3,31,,
2000,Male,577,3,31,,
2000,Male,577,3,31,,
2000,Male,577,3,31,,
2000,Male,578,3,31,,
2000,Male,578,3,31,,
2000,Female,579,3,31,,
2000,Male,579,3,32,,
2000,Male,580,3,31,,
2000,Male,580,3,31,,
2000,Male,580,4,41,,
2000,Female,580,4,41,,
2000,Male,580,3,31,,
2000,,580,2,21,,
2000,Male,580,3,31,,
2000,Male,580,3,31,,
2000,,581,2,21,,
2000,Male,581,3,31,,
2000,Male,581,3,31,,
2000,Male,581,3,31,,
2000,Male,581,3,31,,
2000,Male,582,3,31,,
2000,Male,582,3,31,,
2000,Male,582,3,31,,
2000,Male,583,3,31,,
2000,Male,584,4,41,,
2000,Male,584,3,31,,
2000,Male,584,3,31,,
2000,Male,585,3,31,,
2000,Male,585,3,31,,
2000,Male,585,3,31,,
2000,Male,585,3,31,,
2000,Male,587,3,31,,
2000,Male,587,3,31,,
2000,Male,587,3,31,,
2000,Female,587,4,41,,
2000,Male,588,3,31,,
2000,Male,588,3,31,,
2000,Male,588,3,31,,
2000,Male,588,3,31,,
2000,Male,588,3,31,,
2000,Male,589,3,31,,
2000,Male,589,3,31,,
2000,Male,589,3,31,,
2000,Male,589,3,31,,
2000,Male,589,3,31,,
2000,,589,4,41,,
2000,Male,589,3,31,,
2000,Male,589,3,31,,
2000,Male,590,3,31,,
2000,Male,590,3,31,,
2000,Male,590,3,31,,
2000,Male,590,3,31,,
2000,Male,590,3,31,,
2000,Male,590,3,31,,
2000,Male,590,3,31,,
2000,Male,591,3,31,,
2000,Male,592,3,31,,
2000,Male,592,3,31,,
2000,Male,593,3,31,,
2000,Male,593,3,31,,
2000,Male,594,3,31,,
2000,Male,594,3,31,,
2000,Male,594,3,31,,
2000,Male,596,3,31,,
2000,Male,596,3,31,,
2000,Male,596,3,31,,
2000,Male,597,5,51,,
2000,Male,597,3,31,,
2000,Male,597,3,31,,
2000,Male,597,3,31,,
2000,Male,597,3,31,,
2000,Female,597,7,71,,
2000,Male,598,3,31,,
2000,Male,598,3,31,,
2000,Male,598,3,31,,
2000,Male,598,3,31,,
2000,Male,598,3,31,,
2000,Male,598,4,41,,
2000,Male,599,3,31,,
2000,Male,599,3,31,,
2000,Male,600,3,31,,
2000,Male,600,3,31,,
2000,Male,600,3,31,,
2000,Male,600,3,31,,
2000,Male,600,3,31,,
2000,Male,600,3,31,,
2000,Male,600,3,31,,
2000,Male,602,3,31,,
2000,Male,602,3,31,,
2000,Male,603,3,31,,
2000,Male,603,3,31,,
2000,Male,603,3,31,,
2000,Male,603,3,31,,
2000,Male,603,3,31,,
2000,Male,604,3,31,,
2000,Male,604,3,31,,
2000,Male,604,5,51,,
2000,Male,604,3,31,,
2000,Male,604,3,31,,
2000,Male,604,4,41,,
2000,Male,605,3,31,,
2000,Male,605,3,31,,
2000,Female,605,5,51,,
2000,Male,606,3,31,,
2000,Male,607,3,31,,
2000,Male,607,3,31,,
2000,Male,607,3,31,,
2000,Male,607,3,31,,
2000,Male,607,3,31,,
2000,Male,607,3,31,,
2000,Female,607,4,41,,
2000,Male,607,3,31,,
2000,Male,608,3,31,,
2000,Male,608,2,21,,
2000,Male,608,3,31,,
2000,Male,609,3,31,,
2000,Male,610,3,31,,
2000,Male,610,3,31,,
2000,Male,610,4,41,,
2000,Male,610,3,31,,
2000,Male,610,3,31,,
2000,Male,611,3,31,,
2000,Male,611,3,31,,
2000,Male,611,3,31,,
2000,Female,612,3,31,,
2000,Male,612,3,31,,
2000,Male,612,3,31,,
2000,Male,614,4,41,,
2000,Male,614,3,31,,
2000,Male,614,3,31,,
2000,Male,614,3,31,,
2000,Male,615,3,31,,
2000,Male,615,4,41,,
2000,Male,615,3,31,,
2000,Male,615,3,31,,
2000,Male,615,4,41,,
2000,Male,616,3,31,,
2000,Male,617,3,31,,
2000,Male,617,4,41,,
2000,Male,617,3,31,,
2000,Male,617,3,31,,
2000,Male,618,3,31,,
2000,Male,618,3,31,,
2000,Male,619,3,31,,
2000,Male,619,4,41,,
2000,Male,620,4,41,,
2000,Male,620,3,31,,
2000,Male,621,3,31,,
2000,Male,621,3,31,,
2000,Male,622,5,51,,
2000,Male,622,3,31,,
2000,Male,622,4,41,,
2000,Male,622,3,31,,
2000,Male,622,4,41,,
2000,Male,622,4,41,,
2000,Male,623,4,41,,
2000,Male,623,4,41,,
2000,Male,623,3,31,,
2000,Male,623,3,31,,
2000,Male,624,3,31,,
2000,Male,624,3,31,,
2000,Male,624,3,31,,
2000,Male,625,4,41,,
2000,Male,625,3,31,,
2000,Female,625,3,31,,
2000,Male,625,3,31,,
2000,Male,625,3,31,,
2000,Male,625,3,31,,
2000,Male,626,3,31,,
2000,Male,626,4,41,,
2000,Male,627,3,31,,
2000,Male,628,3,31,,
2000,Male,628,3,31,,
2000,Male,629,3,31,,
2000,Male,629,3,31,,
2000,Male,630,4,41,,
2000,Male,630,3,31,,
2000,Female,631,4,41,,
2000,Male,631,3,31,,
2000,Male,631,3,31,,
2000,Male,631,3,31,,
2000,Male,632,3,31,,
2000,Male,632,4,41,,
2000,Male,632,3,31,,
2000,Male,633,3,31,,
2000,Male,634,3,31,,
2000,Male,634,4,41,,
2000,Male,636,3,31,,
2000,Male,636,4,41,,
2000,Male,637,4,41,,
2000,Male,637,4,41,,
2000,Male,637,3,31,,
2000,Female,638,5,51,,
2000,Male,639,4,41,,
2000,Male,639,3,31,,
2000,Male,640,4,41,,
2000,Male,640,4,41,,
2000,Male,640,4,41,,
2000,Male,641,3,31,,
2000,Male,642,4,41,,
2000,Male,642,4,41,,
2000,Male,642,5,51,,
2000,Male,642,4,41,,
2000,Male,643,4,41,,
2000,Male,643,3,31,,
2000,Male,644,4,41,,
2000,Male,645,3,31,,
2000,Male,646,3,31,,
2000,Female,646,3,31,,
2000,Male,646,4,41,,
2000,Male,647,3,31,,
2000,Male,647,3,31,,
2000,Male,647,3,31,,
2000,Male,647,4,41,,
2000,Male,647,4,41,,
2000,Female,649,4,41,,
2000,Male,649,3,31,,
2000,Female,649,4,41,,
2000,Male,650,3,31,,
2000,Male,650,4,41,,
2000,Male,650,3,31,,
2000,Male,650,3,31,,
2000,Male,650,4,41,,
2000,Male,650,3,31,,
2000,Male,650,3,31,,
2000,Male,651,4,41,,
2000,Male,651,3,31,,
2000,Male,652,3,31,,
2000,Male,652,3,31,,
2000,Male,653,4,41,,
2000,Male,653,3,31,,
2000,Male,654,4,41,,
2000,Male,654,3,31,,
2000,Male,654,4,41,,
2000,Female,654,4,41,,
2000,Male,654,4,41,,
2000,Female,654,4,41,,
2000,Male,655,4,41,,
2000,Male,655,3,31,,
2000,Male,655,3,31,,
2000,Male,655,4,41,,
2000,Male,655,4,41,,
2000,Male,655,4,41,,
2000,Male,655,4,41,,
2000,Male,655,4,41,,
2000,Male,656,4,41,,
2000,Male,656,4,41,,
2000,Male,656,4,41,,
2000,Female,657,6,61,,
2000,Male,657,3,31,,
2000,Male,658,4,41,,
2000,Female,658,4,41,,
2000,Male,658,4,41,,
2000,Male,658,4,41,,
2000,Male,659,3,31,,
2000,Male,660,4,41,,
2000,Male,660,4,41,,
2000,Female,660,4,41,,
2000,Male,660,4,41,,
2000,Male,660,3,31,,
2000,Male,660,4,41,,
2000,Male,661,4,41,,
2000,Male,661,3,31,,
2000,Male,661,4,41,,
2000,Male,662,4,41,,
2000,Male,662,4,41,,
2000,Female,662,4,41,,
2000,Female,662,5,51,,
2000,Male,662,4,41,,
2000,Male,662,4,41,,
2000,Male,664,4,41,,
2000,Male,664,4,41,,
2000,Male,664,4,41,,
2000,Male,664,3,31,,
2000,Male,664,4,41,,
2000,Female,664,4,42,,
2000,Female,664,4,41,,
2000,Male,665,3,31,,
2000,Female,665,4,41,,
2000,Female,665,5,51,,
2000,Female,666,4,41,,
2000,Male,666,4,41,,
2000,Male,666,4,41,,
2000,Male,667,4,41,,
2000,Male,667,4,41,,
2000,Male,667,4,41,,
2000,Female,667,4,41,,
2000,Female,667,4,41,,
2000,Female,667,4,41,,
2000,Male,668,5,51,,
2000,Female,668,4,41,,
2000,Female,668,4,41,,
2000,Male,669,4,41,,
2000,Male,669,4,41,,
2000,Male,670,4,41,,
2000,Female,670,5,51,,
2000,Male,670,4,41,,
2000,Male,670,4,41,,
2000,Male,670,3,31,,
2000,Male,670,4,41,,
2000,Male,670,4,41,,
2000,Male,670,4,41,,
2000,Female,670,4,41,,
2000,Female,671,4,41,,
2000,Male,672,3,31,,
2000,Male,672,4,41,,
2000,Male,672,4,41,,
2000,Female,672,4,41,,
2000,Female,672,4,41,,
2000,Male,673,4,41,,
2000,Male,673,4,41,,
2000,Female,673,5,51,,
2000,Male,673,3,31,,
2000,Male,673,4,41,,
2000,Female,673,4,41,,
2000,Male,674,4,41,,
2000,Male,674,4,41,,
2000,Male,674,4,41,,
2000,Female,674,4,41,,
2000,Female,675,5,51,,
2000,Male,675,4,41,,
2000,Male,675,3,31,,
2000,Male,675,4,41,,
2000,Female,675,4,41,,
2000,Female,675,4,41,,
2000,Male,676,4,41,,
2000,Male,677,5,51,,
2000,Male,677,4,41,,
2000,Male,678,4,41,,
2000,Female,678,4,41,,
2000,Male,678,3,31,,
2000,Female,678,4,41,,
2000,Male,678,4,41,,
2000,Male,679,3,31,,
2000,Male,679,4,41,,
2000,Male,680,4,41,,
2000,Male,680,5,51,,
2000,Male,680,4,41,,
2000,Male,680,3,31,,
2000,Male,680,4,41,,
2000,Male,680,4,41,,
2000,Male,680,5,51,,
2000,Male,680,4,41,,
2000,Male,680,4,41,,
2000,Male,680,4,42,,
2000,Female,680,4,41,,
2000,Female,680,4,41,,
2000,Male,681,4,41,,
2000,Male,681,4,41,,
2000,Male,681,3,31,,
2000,Male,681,4,41,,
2000,Female,681,5,51,,
2000,Female,682,4,41,,
2000,Male,682,4,41,,
2000,Male,682,4,41,,
2000,Female,682,4,41,,
2000,Male,682,4,41,,
2000,Female,682,5,51,,
2000,Male,683,4,41,,
2000,Male,683,4,41,,
2000,Male,683,4,41,,
2000,Male,683,3,31,,
2000,Female,684,4,41,,
2000,Male,684,4,41,,
2000,Male,684,4,41,,
2000,Male,684,4,41,,
2000,Male,684,4,41,,
2000,Female,684,4,41,,
2000,Male,685,4,41,,
2000,Male,685,4,41,,
2000,Male,685,4,41,,
2000,Male,685,4,41,,
2000,Male,685,4,41,,
2000,Female,685,5,51,,
2000,Female,685,4,41,,
2000,Male,686,4,41,,
2000,Male,686,4,41,,
2000,Male,686,4,41,,
2000,Female,686,4,41,,
2000,Female,686,4,41,,
2000,Male,687,4,41,,
2000,Male,687,4,41,,
2000,Female,688,4,41,,
2000,Female,688,5,51,,
2000,Male,688,4,41,,
2000,Female,688,4,42,,
2000,Female,689,4,41,,
2000,Male,689,4,41,,
2000,Female,690,4,41,,
2000,Female,690,5,51,,
2000,Male,690,4,41,,
2000,Female,690,4,41,,
2000,Male,690,4,41,,
2000,Female,690,4,41,,
2000,Female,690,5,51,,
2000,Male,690,4,41,,
2000,Female,690,4,41,,
2000,Female,690,4,41,,
2000,Female,690,4,41,,
2000,Female,690,4,41,,
2000,Female,691,4,41,,
2000,Female,691,4,41,,
2000,Male,692,5,51,,
2000,Male,692,4,41,,
2000,Male,692,4,41,,
2000,Male,692,5,51,,
2000,Female,692,4,41,,
2000,Female,693,4,41,,
2000,Female,693,4,41,,
2000,Male,693,4,41,,
2000,Male,693,4,41,,
2000,Male,693,3,31,,
2000,Male,693,4,41,,
2000,Male,693,5,51,,
2000,Female,693,4,41,,
2000,Female,693,4,41,,
2000,Female,693,4,41,,
2000,Male,694,4,41,,
2000,Male,694,4,41,,
2000,Male,694,4,41,,
2000,Male,694,4,41,,
2000,Female,694,4,41,,
2000,Female,694,5,51,,
2000,Female,694,4,41,,
2000,Female,694,4,41,,
2000,Female,694,4,41,,
2000,Female,694,4,41,,
2000,Male,695,4,41,,
2000,Male,695,4,41,,
2000,Male,695,4,41,,
2000,Female,695,5,51,,
2000,Female,695,5,51,,
2000,Male,695,4,41,,
2000,Female,695,4,41,,
2000,Female,695,4,41,,
2000,Male,696,4,41,,
2000,Female,696,4,41,,
2000,Male,696,4,41,,
2000,Male,696,4,41,,
2000,Male,696,4,41,,
2000,Female,696,4,41,,
2000,Male,697,4,41,,
2000,Male,697,4,41,,
2000,Female,697,4,41,,
2000,Male,697,4,41,,
2000,Male,697,4,41,,
2000,Female,697,4,41,,
2000,Female,697,5,51,,
2000,Female,697,4,41,,
2000,Female,697,4,41,,
2000,Male,698,4,41,,
2000,Female,698,4,41,,
2000,Male,698,4,41,,
2000,Male,698,4,41,,
2000,Female,698,4,41,,
2000,Male,699,4,41,,
2000,Female,699,4,41,,
2000,Male,699,4,41,,
2000,Male,699,4,41,,
2000,Female,699,4,41,,
2000,Female,700,4,41,,
2000,Female,700,5,51,,
2000,Male,700,4,41,,
2000,Male,700,4,41,,
2000,Female,700,5,51,,
2000,Female,700,4,41,,
2000,Male,701,4,41,,
2000,Female,701,4,41,,
2000,Female,701,4,41,,
2000,Male,702,4,41,,
2000,Male,702,4,41,,
2000,Male,702,4,41,,
2000,Female,702,6,61,,
2000,Male,702,4,41,,
2000,Female,702,4,41,,
2000,Male,702,4,41,,
2000,Female,702,4,41,,
2000,Male,702,3,31,,
2000,Male,702,4,41,,
2000,Female,702,4,41,,
2000,Female,702,4,41,,
2000,Female,702,4,41,,
2000,Male,703,4,41,,
2000,Female,703,4,41,,
2000,Male,703,4,41,,
2000,Female,703,4,41,,
2000,Female,703,4,41,,
2000,Female,703,4,41,,
2000,Female,703,4,41,,
2000,Female,704,4,41,,
2000,Male,704,4,41,,
2000,Female,704,5,51,,
2000,Male,704,4,41,,
2000,Female,704,4,41,,
2000,Female,704,4,41,,
2000,Female,704,4,41,,
2000,Female,704,4,41,,
2000,Male,705,4,41,,
2000,Male,705,4,41,,
2000,Male,705,4,41,,
2000,Male,705,4,41,,
2000,Male,705,4,41,,
2000,Male,705,4,41,,
2000,Female,705,4,41,,
2000,Female,705,4,41,,
2000,Male,706,4,41,,
2000,Female,706,4,41,,
2000,Female,706,4,41,,
2000,Female,706,4,41,,
2000,Female,706,4,41,,
2000,Female,707,4,41,,
2000,Male,707,4,41,,
2000,Female,707,4,41,,
2000,Female,707,4,41,,
2000,Male,707,4,41,,
2000,Male,707,4,41,,
2000,Male,707,4,41,,
2000,Female,707,4,41,,
2000,Female,707,4,41,,
2000,Female,707,4,41,,
2000,Female,707,4,41,,
2000,Female,708,5,51,,
2000,Female,708,4,41,,
2000,Male,708,4,41,,
2000,Male,708,4,41,,
2000,Female,708,4,41,,
2000,Female,708,4,41,,
2000,Female,708,4,41,,
2000,Male,709,4,41,,
2000,Female,709,4,41,,
2000,Male,709,4,41,,
2000,Female,709,5,51,,
2000,Female,709,5,51,,
2000,Male,709,4,41,,
2000,Female,710,4,41,,
2000,Male,710,4,41,,
2000,Male,710,4,41,,
2000,Male,710,4,41,,
2000,Female,710,4,41,,
2000,Female,710,4,41,,
2000,Female,710,3,31,,
2000,Female,710,4,41,,
2000,Male,710,4,41,,
2000,Male,710,4,41,,
2000,Male,710,4,41,,
2000,Female,710,4,41,,
2000,Male,711,4,41,,
2000,Female,711,4,41,,
2000,Male,711,5,51,,
2000,Female,711,4,41,,
2000,Male,711,4,41,,
2000,Male,711,4,41,,
2000,Female,711,5,51,,
2000,Female,711,4,41,,
2000,Male,711,4,41,,
2000,Female,711,4,41,,
2000,Male,712,4,41,,
2000,Male,712,4,41,,
2000,Male,712,4,41,,
2000,Male,712,4,41,,
2000,Female,712,4,41,,
2000,Female,712,4,41,,
2000,Female,712,4,41,,
2000,Female,712,4,41,,
2000,Female,712,4,41,,
2000,Female,713,4,41,,
2000,Female,713,4,41,,
2000,Male,713,4,41,,
2000,Female,713,4,41,,
2000,Female,713,5,51,,
2000,Female,713,4,41,,
2000,Male,714,4,41,,
2000,Male,714,4,41,,
2000,Male,714,4,41,,
2000,Male,714,4,41,,
2000,Female,714,5,51,,
2000,Male,714,4,41,,
2000,Female,714,5,51,,
2000,Female,714,4,41,,
2000,Female,715,4,41,,
2000,Female,715,4,41,,
2000,Male,715,4,41,,
2000,Female,715,4,41,,
2000,Female,715,4,41,,
2000,Female,715,4,41,,
2000,Female,715,4,41,,
2000,Female,716,4,41,,
2000,Male,716,4,41,,
2000,Female,716,4,41,,
2000,Female,716,4,41,,
2000,Female,717,4,41,,
2000,Female,717,4,41,,
2000,Male,717,4,41,,
2000,Female,717,4,41,,
2000,Female,717,4,41,,
2000,Male,718,4,41,,
2000,Male,718,4,41,,
2000,Female,718,4,41,,
2000,Female,718,4,41,,
2000,Female,719,4,41,,
2000,Male,719,4,41,,
2000,Female,719,4,41,,
2000,Female,719,4,41,,
2000,Female,719,4,41,,
2000,Male,720,4,41,,
2000,Male,720,4,41,,
2000,Male,720,4,41,,
2000,Male,720,5,51,,
2000,Male,720,4,41,,
2000,Female,720,4,41,,
2000,Male,720,4,41,,
2000,Female,720,4,41,,
2000,Female,720,4,41,,
2000,Female,720,4,41,,
2000,Female,720,4,41,,
2000,Female,721,4,41,,
2000,Male,721,4,41,,
2000,Male,721,4,41,,
2000,Male,721,5,51,,
2000,Female,721,4,41,,
2000,Male,722,4,41,,
2000,Female,722,4,41,,
2000,Female,722,5,51,,
2000,Female,722,4,41,,
2000,Male,722,4,41,,
2000,Male,722,4,41,,
2000,Female,722,4,41,,
2000,Female,722,4,41,,
2000,Female,723,4,41,,
2000,Female,723,4,41,,
2000,Female,723,4,41,,
2000,Female,723,4,41,,
2000,Female,723,4,41,,
2000,Female,724,4,41,,
2000,Female,724,5,51,,
2000,Female,724,4,41,,
2000,Female,724,4,41,,
2000,Male,724,4,41,,
2000,Male,724,4,41,,
2000,Male,724,4,41,,
2000,Female,724,4,41,,
2000,Female,725,4,41,,
2000,Female,725,4,41,,
2000,Male,725,4,41,,
2000,Male,725,4,41,,
2000,Female,725,5,51,,
2000,Female,725,5,51,,
2000,Female,725,5,51,,
2000,Female,725,4,41,,
2000,Female,725,4,41,,
2000,Female,725,5,51,,
2000,Male,725,4,41,,
2000,Female,725,4,41,,
2000,Female,725,4,41,,
2000,Male,726,4,41,,
2000,Female,726,4,41,,
2000,Female,726,5,51,,
2000,Female,726,4,41,,
2000,Male,726,4,41,,
2000,Female,726,5,51,,
2000,Female,726,4,41,,
2000,Female,726,6,61,,
2000,Female,726,4,41,,
2000,Female,726,4,41,,
2000,Female,727,4,41,,
2000,Female,727,4,41,,
2000,Female,727,4,41,,
2000,Female,727,4,41,,
2000,Female,727,4,41,,
2000,Female,727,4,41,,
2000,Female,727,5,51,,
2000,Male,728,4,41,,
2000,Female,728,5,51,,
2000,Male,728,6,61,,
